id,title,description,url,rating,total_reviews
574,IDL Konsis,"IDL Konsis allows firms to connect data from major financial activities by automatically generating financial statements and improving progress analysis. Users can also automate capital consolidation, equity adjustments, and currency conversions. It helps increase accuracy and reduce risks by creating a single point of contact.  IDL Konsis is a financial close and consolidation tool that allows finance professionals to create accurate consolidated financial statements compliant with international and regional accounting standards. It also supports the automation of consolidation functions, including intercompany reconciliations and eliminations.  Users can integrate data from existing systems to automate financial planning operations. IDL Konsis can support many users, including banks, insurance agencies, legal firms, and health centers. It tracks and monitors financial positions and allows businesses to develop long-term plans for various sectors.""",https://www.softwareadvice.com/erp/idl-konsis-profile,,
575,iDeals Virtual Data Room,"iDeals Virtual Data Rooms is an on-premise and cloud-based virtual data rooms solution. It caters to investment banks, legal firms, life sciences, real estate and other large corporations. Primary features include document management, document security, user management, tracking and reporting.   Other features include a spreadsheet viewer, text search, collaboration, data hosting and two-factor authentication. iDeals allows users to create a personalized virtual data room where they upload data in folder structure, invite users and set permissions for them and collaborate with users via the Q&A feature of the software.   It is available in a fixed and subscription options. It is compatible with Windows, iOS and Android mobile phones. Support is offered via email and over the phone. Other help options include live trainings, an online help center and live chat. It is available in English, German, Spanish, French, Dutch, Italian, Polish, Russian, Turkish, Portuguese, Chinese and Japanese.  ",https://www.softwareadvice.com/cms/ideals-profile,4.8,247.0
576,Fastcheck,"Aprenet offers the full range of AML and KYC that your business needs to meet the requirements and protect itself from risk.   - Fastcheck - detect clients included in black lists, PRPs and more.  - RIAS - calculate the initial risk profile of your client - Suite Discovery - detect high-risk operations automatically - Listas PRP - search for your customers in our Spanish PRP databases - ApreNet Fatca y CRS - detect operations with high risk for money laundering - ApreNet DMO - prepare the DMO declarations Dynamic Q - search for customer information using dynamic questionnaires - Smartflow - manage the internal processes of suspicious communications - Whistleblowing - report irregularities and violations of the law  Comply with the law and reduce the legal and reputational risks of your company.",https://www.softwareadvice.com/financial-risk-management/fastcheck-profile,4.47,15.0
577,Email Signature and Disclaimer,"Email Signature and Disclaimer is a cloud-based solution designed to help businesses of all sizes create legally-compliant signatures including logos, links and texts. Managers can utilize the preview functionality of WYSIWYG editor to view disclaimers in multiple formats and positions.      The software enables administrators to import existing disavowals via HTML source codes or add personalized advertising banners as email signatures. Teams can embed links of social networking sites and optimize the display of images or logos in accordance with mobile screens. Additionally, Email Signature and Disclaimer offers spam and malware protection, allowing staff to secure corporate communications across emails.      Email Signature and Disclaimer lets businesses integrate the platform with email management systems and several third-party applications including Active Directory. Pricing is available on request and support is extended via email, phone, knowledgebase, FAQs and other online measures.    ",https://www.softwareadvice.com/email-signature/email-signature-and-disclaimer-profile,4.25,4.0
578,eTHIC,"eTHIC is a software that helps businesses manage their ethics and compliance. It provides an easy-to-use platform for managing all of your company's compliance requirements, including government regulations, industry standards, and any other mission-critical policies you may need to follow.  eTHIC is designed to be used by any business type: from small startups to large corporations. It can help you manage your compliance requirements at every stage of your company's lifecycle—from starting up, to scaling up and growing into a larger business, all the way through divestitures or acquisitions.  The software offers a variety of features for managing your compliance requirements, including:  -A centralized repository for storing documents and files related to ethics and compliance  -A calendar feature that allows you to schedule meetings with stakeholders around your compliance needs  -An integrated collaboration platform that makes it easy for teams across departments (like legal or HR) to work on documents together in real-time",https://www.softwareadvice.com/financial-risk-management/ethic-profile,4.5,2.0
579,IP Phone System,"Evolve IP is a cloud-based IP phone and collaboration solution suitable for businesses with over 50 employees. It caters to multiple industries including credit unions, financial services, health care, legal, restaurants and veterinary. It offers cloud computing and communication features that manage virtual desktop, disaster recovery, cloud call centers and phone systems.      Primary features include call control, enterprise voice management, unified messaging and instant messaging, It provides users with voice servers, business collaboration tools including video, chat, web conferencing and screen sharing. It offers integration with multiple third-party solutions such as Outlook, Lync, Google Apps and Salesforce.      It is compatible with Windows, Mac and Linux operating systems. Android and iOS mobile support is also offered. Customer support is offered via email and over the phone. Other help options include remote assistance, blogs, knowledge base and resource library.    ",https://www.softwareadvice.com/voip/evolve-ip-phone-system-profile,,
580,OutboundEngine,"OutboundEngine is a cloud-based email marketing solution targeting small and midsize companies. It caters to real estate, insurance, mortgage, financial advisors, automotive, wellness, legal and marketing industries. Primary features include marketing automation, social CRM, web self-service and knowledge management applications.      OutboundEngine can generate automated email newsletters. These email campaigns include shareable content. They have links for clients to recommend businesses to friends. Users are notified when clients recommend them and they can reach out directly to them. Users have access to a dashboard that displays campaigns before they are sent, check on previous campaigns, view success rates and manage contact lists.      OutboundEngine is priced on a monthly subscription. OutboundEngine offers customer support, such as setting up Facebook business pages, LinkedIn profiles and Twitter accounts for users.    ",https://www.softwareadvice.com/marketing/outboundengine-profile,4.36,44.0
581,LeadConduit,"LeadConduit is a cloud-based lead management application that helps marketers automate their online marketing process.  A real-time data integration hub, LeadConduit enables users to capture and filter leads from any source, forward leads to multiple systems and create performance reports. Additionally, it allows data import/export, database cleansing, partners management, lead pricing/payouts set up and more.  Built on RESTful API, LeadConduit facilitates real-time filtering by routing internet leads. The platform can be leveraged to pass data through the system or as an end-point to receive and send data. Further, it helps users capture qualified sales leads, create email subscribers lists and manage legal compliance.  LeadConduit’s pricing is based on a monthly subscription and support is extended via phone, email and an online help desk.",https://www.softwareadvice.com/marketing/leadconduit-profile,4.0,1.0
582,LiteManager,"LiteManager is a classroom management solution that helps businesses manage and supervise work activities of employees operating from remote areas in real time. The program also lets teachers and students carry out daily classes through screen sharing and presentations from remote locations.      Designed for businesses of all sizes, LiteManager offers solutions including technical data collection, remote file access, network map creation, ID router configurations and more. The product comes with client and server modules, which enable users to function in networks across the web through proxy servers. Its QuickSupport tool provides individuals and legal entities with instant support to perform operations.      Additional features of LiteManager include server search, remote installation and update, screen recording, text chat and task management. The product can either be deployed on-premise or hosted in the cloud and support is extended via documentation, phone and email.    ",https://www.softwareadvice.com/remote-support/litemanager-profile,4.73,11.0
583,Softimate,"Softimate is a cloud-based construction estimating platform that assists contractors, builders and designers of all sizes in managing cost estimation operations across construction projects. Key features include auto-invoicing, contract creation, payment scheduling and order management.      Softimate provides a centralized dashboard for users to easily track clients’ information, estimates, work schedules, documents and more. It comes with an estimate sheet for businesses to automatically calculate project costs by filling out worksheet templates and payment schedules, allowing them to automatically generate specifications and invoices for customers. It helps users create customizable contracts along with e-signatures, legal text and brand logos.      Softimate facilitates integration with Microsoft Word and Google Docs, which enables businesses to edit contracts directly from the system. Pricing is available on monthly or yearly subscriptions and support is extended via phone, email and documentation.    ",https://www.softwareadvice.com/construction/softimate-profile,,
584,Loftware Smartflow,"Smartflow is a cloud-based artwork management solution that enables enterprises to streamline processes related to packaging, proofing, and auditing of art products. It lets users track costs, estimate budgets or requirements, create datasheets, and organize content via a centralized dashboard.      Smartflow allows businesses to limit access permissions and collaborate with stakeholders across print houses, marketing teams, and legal firms as well as track project deadlines and receive status updates on activities. Professionals can utilize the platform to create tasks/subtasks and select multi-lingual phrases from a built-in library. Additionally, it helps users store assets, maintain audit or version history, convert files into various formats such as PDF, JPEG or PNG, import metadata, and more.      Smartflow facilitates integration with various in-house and third-party solutions to streamline business workflows and payment processing operations. Pricing is available on request and support is extended via phone, email, documentation, and other online measures.    ",https://www.softwareadvice.com/art-gallery/smartflow-profile,,
585,Beyond ARM,"Beyond ARM is a cloud-based and on-premise debt collection software for businesses of all sizes. It is suitable for Accounts Receivable Management (ARM), financial services, government, health care, legal, consumer lending and commercial lending companies. Primary features include Accounts Receivable Management (ARM), predictive dialling, credit/risk scoring, reporting and analytics.      It helps companies reduce the debt collection time and increase customer receivables. Other features include e-signatures, e-payment processing, secure AR/debitor communication,  collection agency client communication, bill and document presentment.      Beyond ARM allows business managers and staff to manage the accounts receivables, define on screen design and action workflow of the system. It offers integration with QwikDial, CompuMail, FocusOne, RevSpring, LexisNexis and others. The QwikDial integration provides users an inbound IVR with predictive and messaging dialing solutions. It offers support via email and over a phone.    ",https://www.softwareadvice.com/accounting/beyond-arm-profile,4.13,38.0
586,SIGN.PLUS,"SIGN.PLUS is a legally-binding electronic signature solution, designed to make workflows faster for businesses of all sizes, from large enterprises to SMEs and even individuals  SIGN.PLUS Features: • Fill, sign, and send PDF documents, contracts, leases, NDAs, agreements, and more.  • Extremely easy to use eSignature solution with availability on multiple platforms, including web, mobile, google workspace, and more. • Monitor the progress of your signature requests in real-time. • Reusable templates to send out frequent documents to different recipients. • Certificate of completion that contains a tamper-proof audit report with details about the signers. • Set up a team and add your employees to your team. • Compliant with electronic signature regulations such as ESIGN, eIDAS, ZertES, and more. • Compliant with the world’s strictest data regulations such as ISO 27001, SOC2 Type 2, … • Data encryption in transit and at rest. • Data residency to meet all your data compliance requirements.",https://www.softwareadvice.com/workflow/sign-plus-profile,,
588,BOrganised,"BOrganised is a cloud-based solution that helps in contractual risk management and identifies ways to improve brand or business visibility and business performance. It caters to all types of organizations that use contracts in daily operations, including law firms. Users can upload an executed contract to indicate whether or not the document is a statement of work, stand-alone agreement, amendment or a master service agreement.      BOrganised provides the ability to set user permission levels to control data visibility. It has a wide range of features that include search, reporting, forums to discuss contractual issues and events notifications.       Contracts can be uploaded into the system without restrictions on size or length. BOrganised offers templates, which can be used for formatting that is frequently used. With its fusion of legal know-how along with smart technology, the service helps tackle the challenges a business faces while handling contractual activities.    ",https://www.softwareadvice.com/contract-management/borganised-profile,,
589,DocAI,"The undeniable truth is, that businesses make better decisions with data. This data, however, is trapped inside the documents on which the business operates. With Zuva DocAI, teams can embed best-in-class ML into the existing workflows to extract and analyze this data.   DocAI can uncover critical information to help managers make better data-driven decisions. Leverage trusted ML to unlock the value in the document data and accelerate time to market.  DocAI delivers immediate out-of-the-box value with an extensive library of AI fields. These fields have been built and trained by experts to identify and extract common legal clauses, key provisions and data points from a variety of document types.   The embeddable Contracts AI allows you to build AI functionality into the product workflows without requiring development from the ground up.",https://www.softwareadvice.com/cms/docai-profile,,
591,ENCollect,"ENCollect is an omnichannel digital collections management system that includes a field collection app for field staff, backend payment deposit screens for backend staff and APIs to integrate with other payment systems or digital systems. Cloud-based and on-premise deployments are available.      The ENCollect package offers modules for payment tracking, reconciliation, delinquency management, settlements, legal actions and repossession. The platform also provides back-office digitization and automation workflows.      The allocation engine allows users to set up parameters for automated allocation of accounts to field agents, branches and phone agents. ENCollect integrates with credit card management tools and banking systems to provide settlement and recovery workflows.      Support is provided via email and over the phone, as well as by text message. Pricing is based on a one-time fee.    ",https://www.softwareadvice.com/debt-collection/encollect-profile,5.0,1.0
592,Softland ERP,"Softland ERP is a multi-country business software that integrates all the company's operations, allowing it to increase its competitiveness, reduce costs and make better decisions. It currently offers cloud business solutions in Latin America and is used by more than 35,000 companies in Latin America and 4,000 in Colombia. It provides full integration and scalability with its different business software solutions that meet the highest global quality standards and best business practices.  Softland ERP is the ideal technological tool to optimize sales, distribution, inventories, production, accounting, treasury and budgets. Simplify the work and increase the productivity of your staff with software that includes the tax and legal requirements of Colombia, which guarantees the continuity of your business and is available in the cloud under the subscription model or in on-premise mode.  ",https://www.softwareadvice.com/erp/softland-erp-profile,4.6,5.0
593,OnTask,"OnTask is an all-in-one platform that digitizes + automates paper-based tasks so your team can work together from anywhere, organize everything in one place, and ensure smooth processes + collaboration.   In a mobile-responsive, user-friendly interface, you can automate repeatable processes, saving time + money. Create mobile-responsive & dynamic fillable forms; easily automate workflows, approvals, & updates; generate reusable document templates; and capture legally binding electronic signatures.  - eSignatures: Get secure, compliant digital signatures in seconds. - Document automation: Merge data from multiple sources and generate fillable documents with ease. - Forms automation: Easily collect staff, customer, or patient data with compliant digital forms. - Workflow software: Help your departments work faster with eSignatures, forms, and documents connected by intelligent workflows. - API: Integrate signatures, forms, documents, and workflows into your native apps in minutes.",https://www.softwareadvice.com/workflow/ontask-profile,4.79,37.0
594,Privacy Request,"Opsware is the no-code data privacy platform for modern enterprises.  Save you and your privacy team time. Avoid waiting on engineering teams to help implement automation tools across your privacy program. Opsware is a no-code platform that can connect to your corporate and product data systems in just a few minutes, without any coding required.  Building your data map and records of processing is time consuming and very manual. Finding time with technology and marketing teams is challenging at the enterprise.  The platform helps you to identify shadow systems across your business, what systems contain personal data, and what personal data they collect, invite stakeholders to collaborate and update records of processing and automate the identity verification for data requests, important checks (legal holds, reviews), and data tasks for data subject requests, and automate and customize the correspondence for data requests like downloads/deletions/updates/do not sell/opt-outs.",https://www.softwareadvice.com/compliance/privacy-request-profile,5.0,3.0
595,Hexowatch,"Hexowatch is a business intelligence (BI) software that helps enterprises leverage artificial intelligence (AI) technology to monitor websites and receive automated alerts about visual, content, source code, technology, availability or price changes. Professionals can analyze web pages to identify specific keywords or HTML elements and access monitored data fields as downloadable CSV files.      Using Hexowatch, businesses can configure the monitoring frequency of websites and receive alerts via emails. Managers can automatically archive screenshots of changed web pages and generate detailed reports for legal and compliance processes. Additionally, it lets users track market fluctuations, feedback alerts, product launches and customers' feedback across review sites,       Hexowatch facilitates integration with various third-party applications including Telegram, Slack and Zapier. Pricing is available on monthly or annual subscriptions and support is extended via FAQs, email and an inquiry form.    ",https://www.softwareadvice.com/website-monitoring/hexowatch-profile,4.75,68.0
596,Breach Management," The Seers Breach Management Platform manages data breaches, automates operations, tracks compliance, and notifies individuals per data privacy regulations.  Understand if the affected data contains personally identifiable information (PII) or other sensitive information, which data subjects were affected, associated data processing activities, record types, and other critical information to understand the potential severity of an incident or breach. Reduce inquiry time and costs by a significant amount.  Internal and external stakeholders can provide information regarding incidents through a customisable portal. The incident workflow differs depending on the type of occurrence.  Utilise a secure communication system separate from potentially compromised corporate systems. Eliminate the use of shadow communications while maintaining control over participation. Allows legal counsel to observe the response process and can organise contacts to claim privilege if needed.",https://www.softwareadvice.com/risk-management/breach-management-profile,,
597,Column Case Management,"Column Case Management is a cloud-based software designed to help law enforcement agencies handle and streamline the entire case lifecycle, from intake to case closure. Supervisors can store collected evidence in a unified database and utilize the search functionality to retrieve specific files from the repository.   Column Case Management provides a National Incident-Based Reporting System (NIBRS) module, which allows legal professionals to standardize investigatory data. Using the built-in duplicate detection tool, managers can identify duplicate records and merge them to prevent data redundancy. Agencies can also use the Internal Affairs module to handle police complaints, create reports and automatically receive notifications regarding proceedings.  ",https://www.softwareadvice.com/law-enforcement/column-case-management-profile,4.33,3.0
598,ShieldRisk,"ShieldRisk is a vendor audit and risk assessment tool to streamline business partnership and purchase decisions. It uses AI to assess multiple sources of business risk information with in-depth analysis and accurate profiling. International compliance frameworks such as ISO 27001, NIST, and GDPR are considered in order to determine potential vendors' legal and regulatory risks. Additionally, businesses' history of system and data breaches are scored to assess the adequacy of their cyber security systems. Data privacy issues are considered, rating businesses' data collection, retention, and sharing policies. Financial risks resulting from the failure to provide products or services are included in the profile, as are operational risks such as potential business disruptions. Difficult to assess calculations such as reputational damage are also assessed. ShieldRisk is used by any business looking to determine the risks of prevailing or potential partners and sales relationships.",https://www.softwareadvice.com/compliance/shieldrisk-profile,5.0,1.0
599,Mobile Time Clock,"Mobile Time Clock provides finance departments with the tools to determine the billable and non-billable hours related to a project. Firm managers can automatically calculate employees' weekly or monthly salaries to reduce payout mistakes and time spent conducting long calculations. The software also records employee overtime, helps accounting teams determine the compensations, and considers payroll calculation factors, such as differential wages and employee incentives.  The platform allows companies to remain compliant with industry regulations on employee work conditions and hours. Managers can get alerts when employees work beyond their required hours and ensure they undertake the appropriate steps. Furthermore, Mobile Time Clock produces standard reports related to compliance and stores them for future reference, allowing organizations to avoid penalties and legal actions against them.",https://www.softwareadvice.com/project-management/mobile-time-clock-profile,,
600,Discovery Assistant,"Discovery Assistant is an on-premise electronic discovery tool that helps businesses capture, process and retrieve data from electronic documents. Professionals can capture documents using the optical character recognition (OCR) feature and import spreadsheets, emails and other files from various storage media.   Discovery Assistant allows organizations to connect multiple documents via parent-child relationships and generate detailed reports. Managers can maintain audit trails and automatically convert the format of all documents to PDF or TIFF formats. Additionally, it lets users prevent duplication of files and retrieve specific files from the repository using the search functionality.  Discovery Assistant helps users export documents into several legal case management applications including Relativity, Summation and more. The product is available on a one-time license and support is extended via phone or an inquiry form. ",https://www.softwareadvice.com/ediscovery/discovery-assistant-profile,4.0,2.0
601,Woodpecker,"Aimed at solo practitioners or small firms, Woodpecker is a document automation app for lawyers. It works with templates in DOCX format for contracts, agreements, letters, and other legal documentation. Woodpecker is cloud-based but integrates with Microsoft Word to update files automatically with user-defined data. Client input can be added in numerous different ways, including a structured form, user questionnaires, or a software API.  When questionnaires are created, they can be shared with external users. The input data is then used to populate chosen templates in the background. The software API allows coders to produce their own input interfaces or integrate with existing solutions. Woodpecker also works with Zapier for cross-app integration. Textual output is analyzed by Woodpecker for syntactical and semantic consistency. Pronouns, verb tenses, and other variables are automatically updated according to the input data. Final documents can be exported in DOCX or PDF formats.",https://www.softwareadvice.com/document-generation/woodpecker-profile,4.65,34.0
602,Black Duck,"From small businesses to large enterprises, the amount of open source code being used in software applications today is increasing substantially. Black Duck is the industry's leading solution for open source management and license compliance. The comprehensive  Black Duck Knowledge Base contains over 4.5 million open source projects and 2,750 open source licenses, enabling our software to identify and mitigate critical risks in your applications and containers. Black Duck finds vulnerabilities and provides specific remediation guidance for eliminating these risks. In addition to source code, Black Duck Binary Analysis scans binary code for open source components. The tool continues to automatically monitor for new vulnerabilities that emerge throughout the development life cycle. For developers, security personnel, and legal teams alike, Black Duck provides the most complete security coverage and license compliance in the industry.",https://www.softwareadvice.com/network-security/black-duck-hub-profile,4.21,28.0
603,ThinkSmart Automation Platform (TAP),"TAP gives you the power to automate any repetitive task, giving you more time for meaningful work. At an organizational scale, TAP equips teams with the tools to uncover data for informed decision making, instant cost savings, and deeper collaboration. Go live in a matter of days.  TAP is a cloud-based, no-code solution for automating high-volume, repetitive business processes. Using drag-and-drop design tools, you can automate workflows on your own, organize and structure tasks and activities, auto-generate documents, notifications, reminders, enable real-time collaboration, store documents in a central repository, and more. TAP integrates seamlessly with existing infrastructures, is customizable to your exact needs, reduces errors, and drives ROI that is immediate – and often upwards of 400%.  ""TAP empowers us to quickly streamline and automate business processes that are complex, repetitive, or time consuming.” Yuka Tzavaras, Senior Manager, Legal Operations, Electronic Arts  ",https://www.softwareadvice.com/bpm/tap-workflow-automation-profile,4.75,8.0
604,Coras,"Coras is a cloud-based project management solution that caters to businesses in a variety of industries. Features include document management, content management, task management, group calendars and more.      Coras employs mind mapping, boards, Gantt charts and a map-based approach that enable users to organize and execute tasks from a single location. Coras' marketing management system provides users with functionalities that allow them to manage their brand strategies, website design plans and marketing campaigns.      Additionally, Coras' IT management system helps users roll out their SP migration plan, IT strategies or IT capital projects. It also features management features for event organizers and marketing and legal teams.      Mobile applications for iOS and Android devices are available. Services are offered on a monthly subscription basis that includes support via phone and email.    ",https://www.softwareadvice.com/cms/coras-profile,5.0,6.0
605,Vault Platform,"Vault Platform is a whistleblowing solution designed to help legal, compliance and HR professionals record, report and resolve unethical acts across workplaces. The GDPR solution enables employees to anonymously submit a report including details of the incident to relevant personnel.      Managers can classify reported incidents based on the type of misconduct and route them to specific case managers across internal audit and compliance teams. Vault Platform lets administrators visualize data, gain insights into an organization's ethical health and identify problems to manage compliance processes. Additionally, businesses can utilize the Android and iOS mobile applications to communicate with investigators.      Vault Platform allows teams to encrypt data while at rest or in transit and resolve cases in accordance with ISO/IEC 27001 compliance standards. Pricing is available on request and support is extended via phone, email, live chat and an online contact form.    ",https://www.softwareadvice.com/risk-management/vault-platform-profile,,
606,time@work,"time@work by systems@work is a cloud-based time and expense management solution that helps in resource allocation, billing, reporting and accounting. The solution caters to various industries such as healthcare, banking, insurance, engineering and legal firms.      time@work helps project managers to create timesheets and attendance forms that can be configured for different projects and departments. Users can also create forms to manage expenses, purchase requests and collect details of new employees.      time@work allows users to create and manage invoice data using templates. It also offers analytical tools that enables managers to monitor work in progress, project profitability, invoices, staff utilization and expenses.      Additionally, it offers resource allocation, skills database, workflow management functionalities. The solution is compatible with mobile applications. Services are offered on a monthly subscription basis.    ",https://www.softwareadvice.com/hr/time-at-work-profile,5.0,1.0
608,SelfieSign,"Developed by ThinkCloud, a startup based in Taiwan, SelfieSign is an e-signature solution that records the signing process of every signature in every document.  ThinkCloud is committed to helping different industries and departments bring authentic, and legally binding e-signatures to their customers by securing the identity of each signer in each document signed.  Today, more than half of the medical centers in Taiwan use SelfieSign for patients’ consent forms, and over 200,000 SelfieSign documents are sent and signed per month.  ThinkCloud has acquired 17 invention patents in Taiwan, Japan, Korea, Singapore and the U.S., with one pending in Europe.  SelfieSign was the Winner of Taiwan Region, Create @ Alibaba Cloud Startup Contest, China, and has been selected by Paris-based incubator Le Swave and rated as Top 20% Startups by France’s Early Metrics in 2018,",https://www.softwareadvice.com/electronic-signature/selfiesign-profile,,
609,TitanFile,"TitanFile is a file sharing and collaboration solution designed to help businesses in legal, financial services, accounting and other sectors securely exchange files and manage documents. The platform includes AES 256-bit encryption to secure documents and lets professionals sort files according to size, name and modification date.  Key features of TitanFile include user management, two-factor authentication, watermarking and audit logs. Managers can organize files based on projects, subject matter or clients, collaborate with team members within a shared inbox and utilize a drag-and-drop interface to manage documents. Additionally, businesses can set up custom folder retention policies and configure access permissions for team members to view, download or upload files.  TitanFile facilitates integration with several third-party systems such as Microsoft Outlook, DocuSign and more. Pricing is available on request and support is extended via live chat, FAQs, phone, knowledge base and other online measures.",https://www.softwareadvice.com/file-sharing/titanfile-profile,4.75,24.0
610,XOR,"XOR is a recruiting communication software tool for SMEs, enterprises, NGOs, government organizations, staffing companies, and RPO providers across the world that aims to speed up recruitment while lowering costs and boosting candidate satisfaction. It helps automate candidate screening, interview scheduling, and engagement for the talent pool using AI technology.   It comes with features like an AI chatbot for candidate screening that works around the clock through text messaging, Meta Messenger, and WhatsApp. It can score answers to determine the candidate’s qualifications and legal entitlement to work before connecting them to a recruiter via automated scheduling for interviews over text, chat, and video that are stored on the platform. It also features virtual career fairs, user recruitment project timelines, integration with over 35 products like Bullhorn and Zoho, dedicated customer success managers and technical support representatives, and training webinars.",https://www.softwareadvice.com/hr/xor-profile,4.73,15.0
611,InvoiceR,"The software offers extra security features, such as IKS-conformity, dual control, and legal document filing. InvoiceR aims to improve efficiency for both professionals and occasional users by displaying relevant features to users. Administrators can fully customize the process and add extra control measures for processing certain invoices. The software can sync with ERPs and order systems, allowing users to issue manual assignments, invoices, or bookkeeping.  Administrators can set access permission levels and assign clients to view areas separated from internal configurations, core data, and invoices. With its multi-tenancy feature, companies can implement InvoiceR into various aspects of the business to enhance invoicing processes via regulated access. Admins can assign specific users to access specific clients' data. Teams can collaborate when handling invoices for clients to streamline operations.",https://www.softwareadvice.com/accounting/invoicer-profile,,
612,ZyLAB eDiscovery,"ZyLAB One is an electronic discovery solution that helps law firms, corporations and government agencies automate legal processes using machine learning (ML) and artificial intelligence (AI) technologies. It enables organizations to streamline topic clustering, document classification and data visualization operations.  Features of ZyLAB One include workflow management, visual analytics, document storage, collaboration, an activity dashboard, document management and more. Administrators can configure two-factor authentication and set up password policies to ensure user and data security. Additionally, it lets employees detect duplicate content, manage litigation processes and process freedom of information act (FOIA) requests.   ZyLAB One allows professionals to capture and store business documents in a centralized repository. Pricing is available on request and support is extended via phone, email, documentation and other online measures. ",https://www.softwareadvice.com/marketing/zylab-ediscovery-profile,4.56,9.0
613,FARMDOK,"FARMDOK isa cloud-based farm management solution. Farmdok supports managing fields, tasks and storages, planning resources, scouting and record keeping and more. Get deep insights into your fields with satellite-based vegetation monitoring. Use precision farming tools to optimize inputs and yield. Send tasks & prescription maps directly to the tractor (as shape or ISOXML). Run your farm with the help of smart tools like smartphones and tablet PCs. Farmdok's innovative GPS technology automates activity recording with your smart device.  FARMDOK helps to handle huge workloads during high season and provides valuable information for making the right decisions. Manage tasks like seeding, fertilizing, plant protection, and harvesting more efficiently together with your co-workers. Spend less time with documentation while having more safety meeting legal requirements. Focus on value-adding activities and run a sustainable & profitable farm with the help of Farmdok. ",https://www.softwareadvice.com/farm-management/farmdok-profile,,
614,Broadstreet,"Broadstreet is a cloud-based ad management platform that helps businesses, local/regional newspapers and publishers create and launch advertisements to streamline marketing operations. It comes with a built-in library of ad formats, which enables professionals to create advertisements for various industries such as hospitality, education, healthcare, legal, real estate and more.       Organizations can use the dashboard to manage newsletters and gain insights into active campaigns, the total number of advertisers and targeted geographic zones. Broadstreet allows managers to generate analytical reports, filter them based on advertiser ID or start/end dates and download files in CSV format for future reference. Additionally, it lets supervisors update publishers' billing details and utilize the drag-and-drop interface to upload files on the platform.       Pricing is available on monthly subscriptions and support is extended via documentation, email, phone and other online measures.    ",https://www.softwareadvice.com/marketing/broadstreet-profile,5.0,0.0
615,Hyarchis Search-It,"Search-It users must customize the program to their specific business needs in order to exploit the program’s automated features. This starts out by defining inputs and outputs, classifying and defining how the information is processed once it has been read. Though the program works for one-off projects like scans of old books, it is best used for repeated processing like data archiving for tax information or for daily data processing tasks.  Besides being used for accountancy, common uses of Search-It include the reading and archiving of CVs, work orders, receipts, delivery information, and legal paperwork. If tailored and customized, users can streamline or improve their admin or accounts department or the sales and refund department. This is especially true if data often arrives from several sources and requires normalizing and standardizing for use within the company as a whole.",https://www.softwareadvice.com/ocr/hyarchis-search-it-profile,,
616,Relution,"Relution is a mobile device management solution for data protection-compliant and multi-platform device management. Digital end devices can be controlled and monitored via remote management. In this way, devices can be prepared for use and deployed specifically for the intended purpose. In addition to the necessary functional and technical requirements, the German software also fulfills all legal aspects to ensure device management with data processing that complies with data protection regulations.  Relution enables the central and uniform management of different device types such as smartphones, tablets, laptops, computers and multi-touch displays. The platform-independent offering supports the overarching use of common operating systems from Apple (iOS, iPadOS, macOS, tvOS), Android (Enterprise, Classic) and Windows. Relution thus enables trouble-free mixed operation of the devices used.  ",https://www.softwareadvice.com/classroom-management/relution-profile,5.0,2.0
618,CloudBlue PSA,"CloudBlue PSA is a hybrid professional services automation (PSA) solution that helps cloud-based managed service providers and software companies of all sizes to manage their business operations. The solution can be deployed either on-premise or hosted in the cloud.   CloudBlue PSA’s product and contract modeling functionality help users automate and manage cloud product sales and purchases. The solution offers a process-integrated CRM, service desk and project management functionality and real-time profitability analysis, indexed by employee, project, contract, client and organization.   CloudBlue PSA provides options to model companies that span time zones, deal in multiple currencies, trade through multiple brands and embody multiple legal entities across different tax jurisdictions.   Services are offered on a monthly subscription basis after one-time implementation fees. Support is available via phone, email and other online resources.  ",https://www.softwareadvice.com/project-management/harmony-profile,4.52,23.0
619,Shape,"Shape's cloud-based solution offers tools designed to manage online marketing and promotions, capture leads from online sources, organize sales pipelines, connect with customers and automate everyday tasks. Shape is suitable for businesses in industries such as legal, real estate, mortgage, insurance, education, hvac and construction.      Shape's collaboration tools facilitate project information sharing within and across departments and user roles. It includes a centralized repository to store prospects, accounts, contacts, documents, photos, billing and transactions and e-signature agreements in one place.      Shape’s customizable dashboard enables users to keep track of department-specific performance indicators and explore business-relevant trends. Additional features include call scripting, drip campaign automation, task scheduling, reporting and integration with Outlook and Gmail.      Shape is available on a per user per month subscription with no annual contracts and offers customer support via an online knowledge base, phone and email.    ",https://www.softwareadvice.com/crm/shape-profile,4.9,39.0
620,QuickBooks Payroll,"QuickBooks Payroll is a technology-enabled HR services platform that offers human resource (HR) and employee management services for small businesses. Serving clients across multiple geographical regions, it helps organizations manage processes for onboarding, compensation calculation, attendance tracking and benefits administration.      The HR advisory team provides consultation on topics such as compliance management, hiring best practices, creating job descriptions and more. With its tax penalty protection, QuickBooks Payroll can resolve errors and automatically reimburse penalty charges or interest costs while filing federal or state payroll taxes. Additionally, it offers one-on-one legal guidance on state and federal laws for employee compensation or overtime rules.      QuickBooks Payroll supports organizations by providing customizable handbooks to define vacation policies, salary or commission structures and dress code for new hires. Pricing plans for HR software and payroll services are available on a monthly basis.    ",https://www.softwareadvice.com/hr/quickbooks-full-service-payroll-profile,4.46,803.0
